"Balancing Time Unit (UTC)","+ Imbalance Price [GBP/MWh] - MBA|GB","- Imbalance Price [GBP/MWh] - MBA|GB","Total Imbalance [MWh] - MBA|GB","Situation","Status"
"02.10.2018 10:30 - 02.10.2018 11:00","71.02","71.02","170","","Final"
"02.10.2018 11:00 - 02.10.2018 11:30","70.58","70.58","24","","Final"
"02.10.2018 11:30 - 02.10.2018 12:00","70.58","70.58","56","","Final"
"02.10.2018 12:00 - 02.10.2018 12:30","29.50","29.50","-162","","Final"
"02.10.2018 12:30 - 02.10.2018 13:00","51.48","51.48","-43","","Final"
"02.10.2018 13:00 - 02.10.2018 13:30","70.58","70.58","62","","Final"
"02.10.2018 13:30 - 02.10.2018 14:00","73.12","73.12","171","","Final"
"02.10.2018 14:00 - 02.10.2018 14:30","77.07","77.07","289","","Final"
"02.10.2018 14:30 - 02.10.2018 15:00","82.40","82.40","560","","Final"
"02.10.2018 15:00 - 02.10.2018 15:30","76.53","76.53","605","","Final"
"02.10.2018 15:30 - 02.10.2018 16:00","70.28","70.28","419","","Final"
"02.10.2018 16:00 - 02.10.2018 16:30","51.66","51.66","-195","","Final"
"02.10.2018 16:30 - 02.10.2018 17:00","85.83","85.83","242","","Final"
"02.10.2018 17:00 - 02.10.2018 17:30","88.90","88.90","43","","Final"
"02.10.2018 17:30 - 02.10.2018 18:00","92.00","92.00","298","","Final"
"02.10.2018 18:00 - 02.10.2018 18:30","90.00","90.00","455","","Final"
"02.10.2018 18:30 - 02.10.2018 19:00","86.00","86.00","350","","Final"
"02.10.2018 19:00 - 02.10.2018 19:30","86.00","86.00","291","","Final"
"02.10.2018 19:30 - 02.10.2018 20:00","54.10","54.10","-231","","Final"
"02.10.2018 20:00 - 02.10.2018 20:30","81.26","81.26","368","","Final"
"02.10.2018 20:30 - 02.10.2018 21:00","81.55","81.55","550","","Final"
"02.10.2018 21:00 - 02.10.2018 21:30","78.50","78.50","662","","Final"
"02.10.2018 21:30 - 02.10.2018 22:00","78.50","78.50","415","","Final"
"02.10.2018 22:00 - 02.10.2018 22:30","54.25","54.25","-74","","Final"
"02.10.2018 22:30 - 02.10.2018 23:00","77.98","77.98","393","","Final"
"02.10.2018 23:00 - 02.10.2018 23:30","77.90","77.90","377","","Final"
"02.10.2018 23:30 - 03.10.2018 00:00","77.96","77.96","395","","Final"
"03.10.2018 00:00 - 03.10.2018 00:30","77.50","77.50","259","","Final"
"03.10.2018 00:30 - 03.10.2018 01:00","77.50","77.50","376","","Final"
"03.10.2018 01:00 - 03.10.2018 01:30","77.50","77.50","325","","Final"
"03.10.2018 01:30 - 03.10.2018 02:00","77.95","77.95","668","","Final"
"03.10.2018 02:00 - 03.10.2018 02:30","78.00","78.00","471","","Final"
"03.10.2018 02:30 - 03.10.2018 03:00","78.00","78.00","423","","Final"
"03.10.2018 03:00 - 03.10.2018 03:30","78.10","78.10","480","","Final"
"03.10.2018 03:30 - 03.10.2018 04:00","77.50","77.50","261","","Final"
"03.10.2018 04:00 - 03.10.2018 04:30","77.50","77.50","183","","Final"
"03.10.2018 04:30 - 03.10.2018 05:00","77.50","77.50","10","","Final"
"03.10.2018 05:00 - 03.10.2018 05:30","53.77","53.77","-240","","Final"
"03.10.2018 05:30 - 03.10.2018 06:00","53.65","53.65","-371","","Final"
"03.10.2018 06:00 - 03.10.2018 06:30","55.14","55.14","-65","","Final"
"03.10.2018 06:30 - 03.10.2018 07:00","89.00","89.00","192","","Final"
"03.10.2018 07:00 - 03.10.2018 07:30","84.00","84.00","81","","Final"
"03.10.2018 07:30 - 03.10.2018 08:00","55.22","55.22","-72","","Final"
"03.10.2018 08:00 - 03.10.2018 08:30","55.22","55.22","-43","","Final"
"03.10.2018 08:30 - 03.10.2018 09:00","54.80","54.80","-133","","Final"
"03.10.2018 09:00 - 03.10.2018 09:30","92.68","92.68","142","","Final"
"03.10.2018 09:30 - 03.10.2018 10:00","54.80","54.80","-257","","Final"
"03.10.2018 10:00 - 03.10.2018 10:30","91.88","91.88","180","","Final"
"03.10.2018 10:30 - 03.10.2018 11:00","89.32","89.32","237","","Final"
"03.10.2018 11:00 - 03.10.2018 11:30","91.50","91.50","217","","Final"
"03.10.2018 11:30 - 03.10.2018 12:00","55.63","55.63","-23","","Final"
"03.10.2018 12:00 - 03.10.2018 12:30","90.95","90.95","161","","Final"
"03.10.2018 12:30 - 03.10.2018 13:00","54.53","54.53","-109","","Final"
"03.10.2018 13:00 - 03.10.2018 13:30","52.22","52.22","-329","","Final"
"03.10.2018 13:30 - 03.10.2018 14:00","53.20","53.20","-708","","Final"
"03.10.2018 14:00 - 03.10.2018 14:30","48.15","48.15","-1153","","Final"
"03.10.2018 14:30 - 03.10.2018 15:00","52.90","52.90","-843","","Final"
"03.10.2018 15:00 - 03.10.2018 15:30","55.60","55.60","-312","","Final"
"03.10.2018 15:30 - 03.10.2018 16:00","94.20","94.20","43","","Final"
"03.10.2018 16:00 - 03.10.2018 16:30","55.60","55.60","-354","","Final"
"03.10.2018 16:30 - 03.10.2018 17:00","93.50","93.50","40","","Final"
"03.10.2018 17:00 - 03.10.2018 17:30","94.20","94.20","351","","Final"
"03.10.2018 17:30 - 03.10.2018 18:00","96.50","96.50","659","","Final"
"03.10.2018 18:00 - 03.10.2018 18:30","96.74","96.74","1111","","Final"
"03.10.2018 18:30 - 03.10.2018 19:00","94.25","94.25","1101","","Final"
"03.10.2018 19:00 - 03.10.2018 19:30","93.34","93.34","505","","Final"
"03.10.2018 19:30 - 03.10.2018 20:00","85.50","85.50","165","","Final"
"03.10.2018 20:00 - 03.10.2018 20:30","83.30","83.30","54","","Final"
"03.10.2018 20:30 - 03.10.2018 21:00","53.69","53.69","-268","","Final"
"03.10.2018 21:00 - 03.10.2018 21:30","76.00","76.00","11","","Final"
"03.10.2018 21:30 - 03.10.2018 22:00","77.00","77.00","191","","Final"
"03.10.2018 22:00 - 03.10.2018 22:30","76.31","76.31","296","","Final"
"03.10.2018 22:30 - 03.10.2018 23:00","76.95","76.95","362","","Final"
"03.10.2018 23:00 - 03.10.2018 23:30","74.00","74.00","72","","Final"
"03.10.2018 23:30 - 04.10.2018 00:00","61.12","61.12","-72","","Final"
"04.10.2018 00:00 - 04.10.2018 00:30","74.00","74.00","12","","Final"
"04.10.2018 00:30 - 04.10.2018 01:00","76.00","76.00","203","","Final"
"04.10.2018 01:00 - 04.10.2018 01:30","76.00","76.00","166","","Final"
"04.10.2018 01:30 - 04.10.2018 02:00","76.00","76.00","168","","Final"
"04.10.2018 02:00 - 04.10.2018 02:30","76.00","76.00","248","","Final"
"04.10.2018 02:30 - 04.10.2018 03:00","74.00","74.00","40","","Final"
"04.10.2018 03:00 - 04.10.2018 03:30","74.62","74.62","125","","Final"
"04.10.2018 03:30 - 04.10.2018 04:00","76.00","76.00","196","","Final"
"04.10.2018 04:00 - 04.10.2018 04:30","76.14","76.14","192","","Final"
"04.10.2018 04:30 - 04.10.2018 05:00","48.39","48.39","-88","","Final"
"04.10.2018 05:00 - 04.10.2018 05:30","74.00","74.00","99","","Final"
"04.10.2018 05:30 - 04.10.2018 06:00","54.88","54.88","-101","","Final"
"04.10.2018 06:00 - 04.10.2018 06:30","87.50","87.50","124","","Final"
"04.10.2018 06:30 - 04.10.2018 07:00","94.00","94.00","417","","Final"
"04.10.2018 07:00 - 04.10.2018 07:30","89.95","89.95","212","","Final"
"04.10.2018 07:30 - 04.10.2018 08:00","87.50","87.50","84","","Final"
"04.10.2018 08:00 - 04.10.2018 08:30","89.95","89.95","452","","Final"
"04.10.2018 08:30 - 04.10.2018 09:00","85.00","85.00","17","","Final"
"04.10.2018 09:00 - 04.10.2018 09:30","87.00","87.00","381","","Final"
"04.10.2018 09:30 - 04.10.2018 10:00","85.90","85.90","226","","Final"
"04.10.2018 10:00 - 04.10.2018 10:30","84.48","84.48","447","","Final"
"04.10.2018 10:30 - 04.10.2018 11:00","72.10","72.10","118","","Final"
"04.10.2018 11:00 - 04.10.2018 11:30","44.61","44.61","-73","","Final"
"04.10.2018 11:30 - 04.10.2018 12:00","65.60","65.60","-306","","Final"
"04.10.2018 12:00 - 04.10.2018 12:30","50.05","50.05","-242","","Final"
"04.10.2018 12:30 - 04.10.2018 13:00","54.80","54.80","-442","","Final"
"04.10.2018 13:00 - 04.10.2018 13:30","30.00","30.00","-956","","Final"
"04.10.2018 13:30 - 04.10.2018 14:00","30.00","30.00","-1282","","Final"
"04.10.2018 14:00 - 04.10.2018 14:30","49.30","49.30","-1109","","Final"
"04.10.2018 14:30 - 04.10.2018 15:00","49.75","49.75","-693","","Final"
"04.10.2018 15:00 - 04.10.2018 15:30","54.80","54.80","-610","","Final"
"04.10.2018 15:30 - 04.10.2018 16:00","55.01","55.01","-358","","Final"
"04.10.2018 16:00 - 04.10.2018 16:30","54.98","54.98","-433","","Final"
"04.10.2018 16:30 - 04.10.2018 17:00","79.89","79.89","100","","Final"
"04.10.2018 17:00 - 04.10.2018 17:30","55.39","55.39","-196","","Final"
"04.10.2018 17:30 - 04.10.2018 18:00","94.25","94.25","576","","Final"
"04.10.2018 18:00 - 04.10.2018 18:30","94.00","94.00","358","","Final"
"04.10.2018 18:30 - 04.10.2018 19:00","89.00","89.00","92","","Final"
"04.10.2018 19:00 - 04.10.2018 19:30","56.51","56.51","-155","","Final"
"04.10.2018 19:30 - 04.10.2018 20:00","56.51","56.51","-133","","Final"
"04.10.2018 20:00 - 04.10.2018 20:30","56.51","56.51","-58","","Final"
"04.10.2018 20:30 - 04.10.2018 21:00","50.95","50.95","-524","","Final"
"04.10.2018 21:00 - 04.10.2018 21:30","46.45","46.45","-634","","Final"
"04.10.2018 21:30 - 04.10.2018 22:00","48.51","48.51","-329","","Final"
"04.10.2018 22:00 - 04.10.2018 22:30","49.83","49.83","-293","","Final"
"04.10.2018 22:30 - 04.10.2018 23:00","52.50","52.50","-301","","Final"
"04.10.2018 23:00 - 04.10.2018 23:30","55.12","55.12","-218","","Final"
"04.10.2018 23:30 - 05.10.2018 00:00","79.92","79.92","125","","Final"
"05.10.2018 00:00 - 05.10.2018 00:30","42.89","42.89","-127","","Final"
"05.10.2018 00:30 - 05.10.2018 01:00","79.90","79.90","76","","Final"
"05.10.2018 01:00 - 05.10.2018 01:30","42.89","42.89","-116","","Final"
"05.10.2018 01:30 - 05.10.2018 02:00","39.11","39.11","-213","","Final"
"05.10.2018 02:00 - 05.10.2018 02:30","49.00","49.00","-282","","Final"
"05.10.2018 02:30 - 05.10.2018 03:00","49.00","49.00","-373","","Final"
"05.10.2018 03:00 - 05.10.2018 03:30","46.10","46.10","-366","","Final"
"05.10.2018 03:30 - 05.10.2018 04:00","46.10","46.10","-228","","Final"
"05.10.2018 04:00 - 05.10.2018 04:30","51.90","51.90","-226","","Final"
"05.10.2018 04:30 - 05.10.2018 05:00","53.69","53.69","-18","","Final"
"05.10.2018 05:00 - 05.10.2018 05:30","110.79","110.79","394","","Final"
"05.10.2018 05:30 - 05.10.2018 06:00","91.28","91.28","389","","Final"
"05.10.2018 06:00 - 05.10.2018 06:30","57.10","57.10","-29","","Final"
"05.10.2018 06:30 - 05.10.2018 07:00","96.03","96.03","380","","Final"
"05.10.2018 07:00 - 05.10.2018 07:30","104.61","104.61","269","","Final"
"05.10.2018 07:30 - 05.10.2018 08:00","103.92","103.92","300","","Final"
"05.10.2018 08:00 - 05.10.2018 08:30","100.73","100.73","297","","Final"
"05.10.2018 08:30 - 05.10.2018 09:00","103.71","103.71","157","","Final"
"05.10.2018 09:00 - 05.10.2018 09:30","99.13","99.13","222","","Final"
"05.10.2018 09:30 - 05.10.2018 10:00","55.10","55.10","-80","","Final"
"05.10.2018 10:00 - 05.10.2018 10:30","93.28","93.28","142","","Final"
"05.10.2018 10:30 - 05.10.2018 11:00","54.87","54.87","-70","","Final"
"05.10.2018 11:00 - 05.10.2018 11:30","55.00","55.00","-536","","Final"
"05.10.2018 11:30 - 05.10.2018 12:00","54.51","54.51","-764","","Final"
"05.10.2018 12:00 - 05.10.2018 12:30","55.04","55.04","-165","","Final"
"05.10.2018 12:30 - 05.10.2018 13:00","81.66","81.66","7","","Final"
"05.10.2018 13:00 - 05.10.2018 13:30","90.38","90.38","55","","Final"
"05.10.2018 13:30 - 05.10.2018 14:00","97.24","97.24","183","","Final"
"05.10.2018 14:00 - 05.10.2018 14:30","54.70","54.70","-94","","Final"
"05.10.2018 14:30 - 05.10.2018 15:00","54.84","54.84","-315","","Final"
"05.10.2018 15:00 - 05.10.2018 15:30","55.11","55.11","-21","","Final"
"05.10.2018 15:30 - 05.10.2018 16:00","93.00","93.00","373","","Final"
"05.10.2018 16:00 - 05.10.2018 16:30","93.00","93.00","103","","Final"
"05.10.2018 16:30 - 05.10.2018 17:00","99.75","99.75","234","","Final"
"05.10.2018 17:00 - 05.10.2018 17:30","99.80","99.80","321","","Final"
"05.10.2018 17:30 - 05.10.2018 18:00","99.80","99.80","294","","Final"
"05.10.2018 18:00 - 05.10.2018 18:30","99.79","99.79","200","","Final"
"05.10.2018 18:30 - 05.10.2018 19:00","55.73","55.73","-27","","Final"
"05.10.2018 19:00 - 05.10.2018 19:30","56.00","56.00","-67","","Final"
"05.10.2018 19:30 - 05.10.2018 20:00","56.00","56.00","-89","","Final"
"05.10.2018 20:00 - 05.10.2018 20:30","56.00","56.00","-49","","Final"
"05.10.2018 20:30 - 05.10.2018 21:00","56.00","56.00","-34","","Final"
"05.10.2018 21:00 - 05.10.2018 21:30","83.50","83.50","77","","Final"
"05.10.2018 21:30 - 05.10.2018 22:00","55.86","55.86","-57","","Final"
"05.10.2018 22:00 - 05.10.2018 22:30","83.50","83.50","190","","Final"
"05.10.2018 22:30 - 05.10.2018 23:00","82.97","82.97","158","","Final"
"05.10.2018 23:00 - 05.10.2018 23:30","84.22","84.22","439","","Final"
"05.10.2018 23:30 - 06.10.2018 00:00","83.75","83.75","492","","Final"
"06.10.2018 00:00 - 06.10.2018 00:30","80.00","80.00","144","","Final"
"06.10.2018 00:30 - 06.10.2018 01:00","80.42","80.42","115","","Final"
"06.10.2018 01:00 - 06.10.2018 01:30","48.60","48.60","-112","","Final"
"06.10.2018 01:30 - 06.10.2018 02:00","48.60","48.60","-407","","Final"
"06.10.2018 02:00 - 06.10.2018 02:30","15.05","15.05","-365","","Final"
"06.10.2018 02:30 - 06.10.2018 03:00","31.27","31.27","-370","","Final"
"06.10.2018 03:00 - 06.10.2018 03:30","21.74","21.74","-333","","Final"
"06.10.2018 03:30 - 06.10.2018 04:00","9.00","9.00","-571","","Final"
"06.10.2018 04:00 - 06.10.2018 04:30","15.22","15.22","-623","","Final"
"06.10.2018 04:30 - 06.10.2018 05:00","29.50","29.50","-520","","Final"
"06.10.2018 05:00 - 06.10.2018 05:30","47.63","47.63","-172","","Final"
"06.10.2018 05:30 - 06.10.2018 06:00","29.63","29.63","-712","","Final"
"06.10.2018 06:00 - 06.10.2018 06:30","49.32","49.32","-549","","Final"
"06.10.2018 06:30 - 06.10.2018 07:00","54.52","54.52","-298","","Final"
"06.10.2018 07:00 - 06.10.2018 07:30","52.29","52.29","-580","","Final"
"06.10.2018 07:30 - 06.10.2018 08:00","48.98","48.98","-412","","Final"
"06.10.2018 08:00 - 06.10.2018 08:30","55.09","55.09","-35","","Final"
"06.10.2018 08:30 - 06.10.2018 09:00","84.75","84.75","101","","Final"
"06.10.2018 09:00 - 06.10.2018 09:30","97.00","97.00","439","","Final"
"06.10.2018 09:30 - 06.10.2018 10:00","94.19","94.19","381","","Final"
"06.10.2018 10:00 - 06.10.2018 10:30","96.90","96.90","411","","Final"
"06.10.2018 10:30 - 06.10.2018 11:00","85.00","85.00","206","","Final"
"06.10.2018 11:00 - 06.10.2018 11:30","54.51","54.51","-104","","Final"
"06.10.2018 11:30 - 06.10.2018 12:00","47.61","47.61","-665","","Final"
"06.10.2018 12:00 - 06.10.2018 12:30","46.21","46.21","-858","","Final"
"06.10.2018 12:30 - 06.10.2018 13:00","27.57","27.57","-649","","Final"
"06.10.2018 13:00 - 06.10.2018 13:30","52.75","52.75","-439","","Final"
"06.10.2018 13:30 - 06.10.2018 14:00","34.27","34.27","-364","","Final"
"06.10.2018 14:00 - 06.10.2018 14:30","46.21","46.21","-132","","Final"
"06.10.2018 14:30 - 06.10.2018 15:00","54.98","54.98","-54","","Final"
"06.10.2018 15:00 - 06.10.2018 15:30","54.04","54.04","-81","","Final"
"06.10.2018 15:30 - 06.10.2018 16:00","79.00","79.00","1","","Final"
"06.10.2018 16:00 - 06.10.2018 16:30","54.73","54.73","-171","","Final"
"06.10.2018 16:30 - 06.10.2018 17:00","55.02","55.02","-131","","Final"
"06.10.2018 17:00 - 06.10.2018 17:30","96.00","96.00","93","","Final"
"06.10.2018 17:30 - 06.10.2018 18:00","96.50","96.50","262","","Final"
"06.10.2018 18:00 - 06.10.2018 18:30","55.11","55.11","-49","","Final"
"06.10.2018 18:30 - 06.10.2018 19:00","96.71","96.71","321","","Final"
"06.10.2018 19:00 - 06.10.2018 19:30","96.43","96.43","197","","Final"
"06.10.2018 19:30 - 06.10.2018 20:00","98.00","98.00","297","","Final"
"06.10.2018 20:00 - 06.10.2018 20:30","98.00","98.00","387","","Final"
"06.10.2018 20:30 - 06.10.2018 21:00","96.65","96.65","435","","Final"
"06.10.2018 21:00 - 06.10.2018 21:30","84.96","84.96","118","","Final"
"06.10.2018 21:30 - 06.10.2018 22:00","83.50","83.50","71","","Final"
"06.10.2018 22:00 - 06.10.2018 22:30","85.95","85.95","493","","Final"
"06.10.2018 22:30 - 06.10.2018 23:00","83.50","83.50","338","","Final"
"06.10.2018 23:00 - 06.10.2018 23:30","79.00","79.00","90","","Final"
"06.10.2018 23:30 - 07.10.2018 00:00","54.08","54.08","-92","","Final"
"07.10.2018 00:00 - 07.10.2018 00:30","79.00","79.00","14","","Final"
"07.10.2018 00:30 - 07.10.2018 01:00","85.00","85.00","815","","Final"
"07.10.2018 01:00 - 07.10.2018 01:30","83.81","83.81","292","","Final"
"07.10.2018 01:30 - 07.10.2018 02:00","79.00","79.00","83","","Final"
"07.10.2018 02:00 - 07.10.2018 02:30","54.05","54.05","-30","","Final"
"07.10.2018 02:30 - 07.10.2018 03:00","79.00","79.00","133","","Final"
"07.10.2018 03:00 - 07.10.2018 03:30","79.00","79.00","93","","Final"
"07.10.2018 03:30 - 07.10.2018 04:00","79.00","79.00","106","","Final"
"07.10.2018 04:00 - 07.10.2018 04:30","61.72","61.72","119","","Final"
"07.10.2018 04:30 - 07.10.2018 05:00","62.14","62.14","100","","Final"
"07.10.2018 05:00 - 07.10.2018 05:30","78.65","78.65","56","","Final"
"07.10.2018 05:30 - 07.10.2018 06:00","79.00","79.00","202","","Final"
"07.10.2018 06:00 - 07.10.2018 06:30","83.75","83.75","119","","Final"
"07.10.2018 06:30 - 07.10.2018 07:00","52.80","52.80","-4","","Final"
"07.10.2018 07:00 - 07.10.2018 07:30","48.10","48.10","-166","","Final"
"07.10.2018 07:30 - 07.10.2018 08:00","48.10","48.10","-153","","Final"
"07.10.2018 08:00 - 07.10.2018 08:30","79.00","79.00","34","","Final"
"07.10.2018 08:30 - 07.10.2018 09:00","52.50","52.50","-97","","Final"
"07.10.2018 09:00 - 07.10.2018 09:30","75.00","75.00","32","","Final"
"07.10.2018 09:30 - 07.10.2018 10:00","60.50","60.50","-20","","Final"
"07.10.2018 10:00 - 07.10.2018 10:30","52.45","52.45","-99","","Final"
"07.10.2018 10:30 - 07.10.2018 11:00","49.55","49.55","-318","","Final"
"07.10.2018 11:00 - 07.10.2018 11:30","49.17","49.17","-323","","Final"
"07.10.2018 11:30 - 07.10.2018 12:00","49.29","49.29","-343","","Final"
"07.10.2018 12:00 - 07.10.2018 12:30","48.07","48.07","-216","","Final"
"07.10.2018 12:30 - 07.10.2018 13:00","55.00","55.00","-294","","Final"
"07.10.2018 13:00 - 07.10.2018 13:30","47.98","47.98","-187","","Final"
"07.10.2018 13:30 - 07.10.2018 14:00","78.00","78.00","215","","Final"
"07.10.2018 14:00 - 07.10.2018 14:30","78.64","78.64","544","","Final"
"07.10.2018 14:30 - 07.10.2018 15:00","78.00","78.00","486","","Final"
"07.10.2018 15:00 - 07.10.2018 15:30","79.00","79.00","646","","Final"
"07.10.2018 15:30 - 07.10.2018 16:00","91.00","91.00","751","","Final"
"07.10.2018 16:00 - 07.10.2018 16:30","92.00","92.00","591","","Final"
"07.10.2018 16:30 - 07.10.2018 17:00","92.00","92.00","613","","Final"
"07.10.2018 17:00 - 07.10.2018 17:30","92.00","92.00","472","","Final"
"07.10.2018 17:30 - 07.10.2018 18:00","92.00","92.00","718","","Final"
"07.10.2018 18:00 - 07.10.2018 18:30","92.00","92.00","490","","Final"
"07.10.2018 18:30 - 07.10.2018 19:00","55.00","55.00","-104","","Final"
"07.10.2018 19:00 - 07.10.2018 19:30","53.36","53.36","-224","","Final"
"07.10.2018 19:30 - 07.10.2018 20:00","-17.86","-17.86","-816","","Final"
"07.10.2018 20:00 - 07.10.2018 20:30","-45.00","-45.00","-884","","Final"
"07.10.2018 20:30 - 07.10.2018 21:00","-45.00","-45.00","-976","","Final"
"07.10.2018 21:00 - 07.10.2018 21:30","-45.00","-45.00","-497","","Final"
"07.10.2018 21:30 - 07.10.2018 22:00","-50.00","-50.00","-757","","Final"
"07.10.2018 22:00 - 07.10.2018 22:30","78.03","78.03","73","","Final"
"07.10.2018 22:30 - 07.10.2018 23:00","16.72","16.72","-195","","Final"
"07.10.2018 23:00 - 07.10.2018 23:30","54.40","54.40","-35","","Final"
"07.10.2018 23:30 - 08.10.2018 00:00","15.98","15.98","-335","","Final"
"08.10.2018 00:00 - 08.10.2018 00:30","30.10","30.10","-132","","Final"
"08.10.2018 00:30 - 08.10.2018 01:00","78.50","78.50","18","","Final"
"08.10.2018 01:00 - 08.10.2018 01:30","39.60","39.60","-296","","Final"
"08.10.2018 01:30 - 08.10.2018 02:00","39.60","39.60","-107","","Final"
"08.10.2018 02:00 - 08.10.2018 02:30","39.60","39.60","-130","","Final"
"08.10.2018 02:30 - 08.10.2018 03:00","39.60","39.60","-251","","Final"
"08.10.2018 03:00 - 08.10.2018 03:30","52.24","52.24","-89","","Final"
"08.10.2018 03:30 - 08.10.2018 04:00","79.00","79.00","154","","Final"
"08.10.2018 04:00 - 08.10.2018 04:30","32.64","32.64","-334","","Final"
"08.10.2018 04:30 - 08.10.2018 05:00","29.50","29.50","-349","","Final"
"08.10.2018 05:00 - 08.10.2018 05:30","63.40","63.40","-583","","Final"
"08.10.2018 05:30 - 08.10.2018 06:00","60.75","60.75","-283","","Final"
"08.10.2018 06:00 - 08.10.2018 06:30","54.40","54.40","-531","","Final"
"08.10.2018 06:30 - 08.10.2018 07:00","64.76","64.76","-143","","Final"
"08.10.2018 07:00 - 08.10.2018 07:30","89.60","89.60","189","","Final"
"08.10.2018 07:30 - 08.10.2018 08:00","80.00","80.00","64","","Final"
"08.10.2018 08:00 - 08.10.2018 08:30","80.00","80.00","179","","Final"
"08.10.2018 08:30 - 08.10.2018 09:00","80.00","80.00","182","","Final"
"08.10.2018 09:00 - 08.10.2018 09:30","31.02","31.02","35","","Final"
"08.10.2018 09:30 - 08.10.2018 10:00","31.20","31.20","63","","Final"
"08.10.2018 10:00 - 08.10.2018 10:30","44.72","44.72","142","","Final"
"08.10.2018 10:30 - 08.10.2018 11:00","31.08","31.08","39","","Final"
